id,session_id,event_type,product_id,order_id,timestamp
"75089500-96be-45d4-ab3f-82a6069e1392","session-224","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-19T07:26:35.635Z"""
"7b680666-9c2f-429f-b6f5-a11fe9463b8b","session-357","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-22T06:35:40.118Z"""
"5d63a701-f061-4994-b6c0-77c2c535a884","session-145","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-19T15:09:24.953Z"""
"5579f324-af7a-4234-88e2-a731f64ccc05","session-346","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-20T02:16:54.733Z"""
"4a10ff70-d608-40a6-9b00-1ed3c7401500","session-234","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-12T17:01:21.825Z"""
"b724b024-b4e7-4b05-a1da-40ddc1b7ade9","session-71","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-12-01T06:57:36.902Z"""
"3c9fe2e6-4e10-42f4-8fe8-5398c36dc7da","session-345","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-16T10:50:18.123Z"""
"120edbf0-5f80-4b35-a52c-df36453fb8e7","session-364","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-23T02:37:59.280Z"""
"22c7717f-f35f-4e5d-9e01-9b133424c7da","session-219","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-17T17:22:32.725Z"""
"4ef540e0-abc1-4c15-8a81-b159d284b3dd","session-187","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-09T07:09:20.555Z"""
"a31c90a3-f9aa-46dd-bdd9-cde5ad6f0ad4","session-233","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-10T03:21:33.014Z"""
"585e97f0-9eb9-444f-a9f5-956e037e9a98","session-191","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-29T00:26:00.859Z"""
"03176d19-8fe5-4674-ac80-149a83eee02b","session-84","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-23T18:07:04.983Z"""
"93e9b159-fae8-4b0c-a585-f5c754287366","session-218","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-15T06:01:19.812Z"""
"16cccbaf-9c92-4a8d-a298-e925529445f4","session-223","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-12-01T01:01:40.362Z"""
"df2fe326-4e77-4af0-aa31-47861c16506e","session-231","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-29T20:51:46.418Z"""
"ca632009-927c-4ffa-9a79-e0c89de804b9","session-251","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-12-02T01:36:03.715Z"""
"88f01b2e-b584-4fb8-ae49-46f19c502cee","session-414","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-05T08:34:10.766Z"""
"45d6fc24-8b62-45e7-9643-4f7f5ff3ba9f","session-168","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-23T06:54:29.827Z"""
"2bcd98fa-bef1-4cd6-adbe-bb92f735a828","session-46","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-30T19:52:01.278Z"""
"0c798888-cb5a-4807-b934-1514d4940ecc","session-33","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-12-01T02:10:06.073Z"""
"e59ea63a-c900-45df-bac2-ac3b1f95d8a6","session-372","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-24T21:20:50.870Z"""
"7abde5be-b5a4-4c1e-a8fb-e20bd42657b6","session-135","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-11T01:44:53.278Z"""
"b5f8a7a6-39f0-47e7-93cd-0d655e52419b","session-50","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-16T10:26:29.765Z"""
"518095a4-9784-479b-b5c1-f8571b19a944","session-226","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-19T03:01:57.062Z"""
"ddb50e25-a62f-4636-82d8-7704bb00e73d","session-442","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-10T10:11:49.972Z"""
"59fa9127-ca00-472d-84f2-ae50f850941c","session-247","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-14T05:54:24.805Z"""
"78b5fb87-9476-4ce6-a126-a6e4f27310ec","session-377","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-15T07:45:14.198Z"""
"d3a126fb-0314-4a71-b984-f0b30edfd600","session-93","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-29T05:59:04.334Z"""
"26edecc9-84fd-42d9-ba07-4ced3f1df5df","session-266","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-06T07:54:30.200Z"""
"7a47f747-603d-45d3-b092-049591f6af41","session-141","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-07T17:53:00.091Z"""
"dfd3babb-6837-4121-989c-9f731a83af08","session-39","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-12-01T04:54:09.646Z"""
"34a7ad62-ae05-4c3c-8735-633e02271f9a","session-422","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-28T05:40:51.430Z"""
"d858cd4c-5600-42e4-8613-2960363cb3cb","session-239","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-24T22:37:02.574Z"""
"a5243769-13cd-496a-8f43-a936239521cf","session-175","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-11T15:40:05.689Z"""
"5976ecbd-6ec9-4894-94f7-533af5df42fb","session-268","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-06T14:27:08.990Z"""
"20964a20-e3fb-4b6a-be9e-35168a27f3f8","session-32","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-09T09:50:04.934Z"""
"4242add9-609d-4ef1-9730-6b68ffb054d9","session-340","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-19T02:05:11.769Z"""
"abcd8d99-c4df-4bc8-bf76-6c01e659afda","session-339","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-12T20:34:36.486Z"""
"0914f6f8-cebb-4396-b150-6168c8b8eab3","session-38","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-27T13:24:57.639Z"""
"5df15b21-1161-44fe-8180-a61c55a95f92","session-53","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-23T03:50:03.677Z"""
"5a422fc9-f873-4cca-b66c-f5c190f7d989","session-459","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-26T04:39:58.764Z"""
"7483dd39-de96-4d28-a673-75edcacb22f2","session-117","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-21T19:42:41.799Z"""
"64eeb70f-e956-4dc6-8c8c-4a5d3489f912","session-476","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-30T01:52:42.103Z"""
"84118bb0-367a-42cb-82ef-12f212ec0d5c","session-413","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-05T08:34:34.904Z"""
"f13ecf31-ad63-4fe9-823a-89cf9585ce79","session-85","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-14T03:06:34.610Z"""
"bd433f52-c644-4986-a451-267e217859cc","session-154","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-27T18:26:52.738Z"""
"26fdb895-6661-4bfd-a631-f3b75b117328","session-118","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-17T09:29:39.539Z"""
"a28cdce5-1b4e-4447-88ff-c4a6ac62e1ed","session-353","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-16T09:20:10.155Z"""
"0ff1f343-5785-4b65-85b1-94338f192ab1","session-305","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-24T02:33:29.065Z"""
"747288e4-b6ac-47f7-b6b4-f45677ab5e30","session-287","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-25T10:27:18.958Z"""
"7130c045-5672-420c-b0a2-f47a1f19865e","session-211","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-10T10:20:26.077Z"""
"1b8d0142-d1ca-4ca0-a572-ccd61ef3b39f","session-84","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-26T11:25:09.990Z"""
"a0c9b45a-996f-4755-8230-bbc4bf46be10","session-342","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-26T16:09:18.793Z"""
"687d7046-98ea-4497-84a8-39009e140644","session-206","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-14T07:10:43.439Z"""
"57cc7a92-4672-4f1a-acdd-805a89688353","session-432","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-08T19:03:22.763Z"""
"c67bcf58-5382-41f4-8253-58bccb56ce96","session-294","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-17T12:49:57.758Z"""
"ba6ef9d2-3d83-4622-9d99-19694b60276c","session-88","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-16T09:35:54.614Z"""
"257b99bc-e52c-4f23-9960-0119115f2759","session-432","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-12-01T04:49:11.863Z"""
"1e792cd7-3d98-4a15-9f8d-4f4303ba58e6","session-166","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-22T05:22:18.326Z"""
"f14aefc8-e91a-4abe-b098-20846a61a8ef","session-96","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-12-01T12:44:51.156Z"""
"4055e07d-d68a-43f1-970b-4d10908a45e2","session-407","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-12-02T16:21:17.518Z"""
"cdacc50c-2743-460a-aedd-700f52eda026","session-171","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-19T20:10:16.289Z"""
"1f4ce898-be9b-4edd-9738-e89c5d86c37d","session-340","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-10T14:31:59.353Z"""
"62f3afa1-0ca5-40cf-81b5-35a773db71d5","session-195","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-20T00:30:55.730Z"""
"ea5c787a-5f36-4dba-a9e9-2cece50e62e0","session-69","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-08T18:41:46.282Z"""
"c3118534-bf16-4a98-85cf-a2b7f4844ef5","session-295","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-06T02:41:06.130Z"""
"f148cae3-253f-41e6-9c63-4a58d15fee77","session-103","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-14T21:14:48.576Z"""
"fae20552-1d95-475a-9ddb-153439883d64","session-128","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-27T00:04:54.197Z"""
"a808bff8-8d46-49a3-81ed-0fc7cbec514c","session-47","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-21T00:18:33.035Z"""
"557c7f9e-513f-4a31-bace-c21cb60b2385","session-294","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-17T04:56:35.805Z"""
"888b8cf6-dfd5-46d3-8cef-54df3268e366","session-183","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-05T07:14:28.831Z"""
"f33c0838-0bba-4fd5-b58b-e8ac592b17a2","session-105","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-11T05:44:09.896Z"""
"44f2d05d-d696-48c3-b3c1-610008037b8b","session-411","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-03T06:52:57.246Z"""
"22423565-6102-4e61-8088-b00114a95817","session-350","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-17T07:54:54.619Z"""
"8d3b0408-589b-4a39-97b1-a026c43239ab","session-403","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-08T16:14:47.842Z"""
"bbf7ab72-0660-435c-9a0c-4fffafd0e9a2","session-410","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-09T21:24:34.335Z"""
"6e3798cc-1bb4-4493-a8bd-c8b79af99227","session-491","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-03T18:03:36.936Z"""
"954dd8d2-340c-479c-8d4b-34c4eb3d30bb","session-222","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-10T09:08:15.143Z"""
"cbbb56b5-9254-42df-ac6e-153d971f5ac6","session-250","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-24T15:42:24.832Z"""
"6efd063f-9c4b-4157-9863-cc6dbd4f89f1","session-35","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-12-01T17:55:59.840Z"""
"28d4e9d1-ee7f-4608-9a8d-8ee38270d38d","session-94","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-22T02:04:27.599Z"""
"e6cba2ae-08bb-412d-960b-127af389d772","session-208","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-07T13:06:34.427Z"""
"b13f7fff-ebaf-4d62-b326-310227b16c16","session-296","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-10T15:34:50.553Z"""
"66134959-bcae-4d13-b054-9dc2aa429304","session-225","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-07T20:29:26.459Z"""
"4d819479-d4f9-4123-a653-c0fc38d7b8e9","session-153","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-20T22:13:39.336Z"""
"f6a6827a-564f-43a3-87a2-94444f4776bb","session-360","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-13T11:51:00.328Z"""
"80a3f956-736e-421d-a5c3-913e00ebc6b7","session-368","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-27T09:33:42.742Z"""
"6f7b8988-32d7-40c7-9816-e9e792f62945","session-201","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-30T03:31:03.804Z"""
"353c3961-a872-4697-bd2b-779dce663ef7","session-70","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-30T04:07:50.979Z"""
"a3bf7255-cb91-44f3-9f63-f14535b6ef79","session-62","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-18T05:32:54.890Z"""
"b3359bd9-eda1-4fb5-81d9-8bc4382490bd","session-457","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-12T17:40:33.050Z"""
"2a939f8a-73e7-4765-930c-3af5ce6c7bb6","session-483","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-16T16:51:42.782Z"""
"6dfb337d-de49-4bad-85fa-63eaf8f33ced","session-365","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-19T02:50:06.236Z"""
"25bfc65d-762b-4346-a05d-c43277079a73","session-199","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-24T08:12:00.727Z"""
"dffeffce-1f92-40fa-b32e-fee20adba80d","session-161","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-07T15:57:49.013Z"""
"7739e568-88c3-4564-ba4a-c7eb0f6d0f99","session-320","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-03T21:21:48.338Z"""
"ceb79811-1b05-42ea-a421-115b366bb3a8","session-268","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-22T14:54:36.822Z"""
"964cce21-cfa5-4f9b-8508-bd096f2ef1eb","session-318","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-09T02:15:58.014Z"""
"d76a09d0-1b20-4cfe-ab53-567ffbe75f3c","session-345","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-24T21:08:07.343Z"""
"9d22143f-1ddb-42aa-beb7-002a2bc3ef32","session-60","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-03T00:38:05.509Z"""
"196547fa-6480-4055-9346-71746a07ba61","session-169","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-03T07:37:34.855Z"""
"5b12e09b-e52f-4eb9-9af8-dc59bf94b47e","session-397","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-21T12:02:21.101Z"""
"85375036-51b8-45a9-8d36-00492e631cae","session-307","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-04T03:56:15.037Z"""
"b6f46eb7-8d0d-489f-9df7-7562627fada4","session-160","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-04T21:50:11.025Z"""
"faba7f29-b269-4466-8f4f-704814a037a2","session-497","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-12-02T16:43:29.728Z"""
"33afd0ad-ed78-49a1-846e-60456cce9444","session-445","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-06T05:22:51.633Z"""
"e9a50901-d5a5-403f-aa70-f043df54cb34","session-151","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-04T19:52:54.955Z"""
"f3612720-38b4-4041-bc35-18d5a3ad7584","session-458","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-25T15:41:28.079Z"""
"d590eaf3-c137-4282-ae75-f2b3a919ca92","session-466","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-09T00:23:13.520Z"""
"894185e0-5e6b-4f1c-a7aa-f54abe44f053","session-300","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-05T14:24:59.874Z"""
"1ae7faf4-f907-48bc-908f-a9d4a744b6f4","session-242","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-29T00:56:11.063Z"""
"f679d77f-9ae9-4737-adbf-47b1de24d31a","session-218","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-11T18:53:20.085Z"""
"818b6066-d76d-4c41-adbb-d192e0006ad3","session-123","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-03T17:20:14.373Z"""
"4a5b7661-0385-44f6-8baf-6ba3e2c7c355","session-297","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-12-02T17:15:37.580Z"""
"40838554-b9e7-4269-b580-d1c1afeaf878","session-61","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-21T09:43:22.329Z"""
"96d579a7-5468-497f-b45e-603815d27b7e","session-427","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-13T12:01:24.806Z"""
"8064ef27-2e03-4796-bd1d-ac1d327b33f9","session-330","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-13T17:18:06.169Z"""
"a9661ead-a413-4d6d-93b4-4c439958c2c3","session-162","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-08T04:17:30.954Z"""
"848bab28-4261-4c16-842f-d8f00b057e80","session-170","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-12T20:15:47.195Z"""
"41730b26-e646-48c8-b3b4-442910a004f6","session-325","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-12-01T15:24:19.785Z"""
"106c3d40-8332-457b-8f0b-3481dd38c6fe","session-352","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-08T10:52:09.893Z"""
"fd926ebf-2473-40b5-a5ba-2067b7a28be9","session-360","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-21T01:30:20.441Z"""
"95a43557-afa4-45cb-a669-6e5c15920925","session-122","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-17T11:22:27.087Z"""
"76efa188-2361-463d-93e1-e62eb071aed8","session-462","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-30T09:50:43.164Z"""
"541f2916-3066-4585-8589-efe3600b7f59","session-334","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-30T04:35:28.626Z"""
"974fa7e5-06e8-4d3c-9b11-739b8ac81559","session-29","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-13T04:50:25.161Z"""
"a80268b6-d800-44f0-b2b3-226faa92cff5","session-429","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-25T14:52:33.454Z"""
"f6df8ba0-3d47-410e-b7b3-227d4f0d1b3e","session-5","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-16T14:22:24.682Z"""
"f0036765-591c-453d-b217-52b493c9b19a","session-114","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-12-01T22:14:14.789Z"""
"179fea83-06e2-40a5-a9a0-171024d150d0","session-78","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-13T12:13:32.324Z"""
"d2b1a1b7-b8b7-4be0-82bb-1f252f2620b6","session-54","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-13T21:23:05.129Z"""
"c04d2406-74b3-4c44-b371-feb334bd5ac9","session-230","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-09T06:39:47.057Z"""
"65e2b2ec-a5c2-426a-b43e-5ce45a960d8f","session-210","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-07T14:30:37.693Z"""
"4101fcde-d1a0-4e41-bab7-d32930e58206","session-392","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-25T13:06:20.078Z"""
"d8200ce6-c63b-4a23-a92b-eeef7015a10f","session-4","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-16T10:40:23.587Z"""
"fc91d1e5-5897-41d1-80c0-a7233b3af82d","session-359","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-04T07:28:32.900Z"""
"c7cc1dd6-70d2-4161-a117-611d6210876a","session-181","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-13T00:43:25.183Z"""
"455a2a64-4c27-4197-ad8d-ee99ebbc3a47","session-143","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-10T04:32:27.233Z"""
"0efe2e01-41ad-4d92-bf74-62183ee4a2d7","session-143","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-17T09:46:01.973Z"""
"6e42e07c-82cc-490a-843b-01c5ae7badd5","session-29","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-14T10:24:58.609Z"""
"4dcb2709-bcda-442e-ab12-49044abdf6cd","session-110","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-13T09:27:35.972Z"""
"1370c346-0be7-42ed-9a7c-d89106584e66","session-389","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-23T04:28:16.251Z"""
"f6b75d2c-b490-4a34-aecc-597b4f7d95db","session-100","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-04T02:03:23.826Z"""
"94d0d0de-57f5-485e-b040-aeb78a44c320","session-89","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-03T16:57:06.379Z"""
"3ac39a04-7d68-4370-9701-dc4c17402c06","session-362","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-11T20:03:23.808Z"""
"72c876d7-3234-4f6b-b26e-bd382ff0bfd4","session-382","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-29T22:36:18.057Z"""
"5704f6a7-875b-4410-8153-72495480c05c","session-411","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-22T16:10:12.683Z"""
"5bf76a9a-c638-4aca-9125-a2b71f7785c9","session-248","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-12-02T19:34:38.569Z"""
"3dc4b10c-6d6a-4970-890e-f4ae4b01f892","session-334","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-17T22:54:46.468Z"""
"da20d551-3f92-4710-b2f6-5c415e659009","session-52","add_to_cart","ad931533-71ec-4192-bbfe-2f640401b177",,"""2025-11-19T12:03:21.258Z"""
